23/12/2022;181626
24/12/2022;213979
25/12/2022;208409
26/12/2022;179222
27/12/2022;157357
28/12/2022;139197
29/12/2022;236418
30/12/2022;231822
31/12/2022;227236
01/01/2023;233996
02/01/2023;231174
03/01/2023;230864
04/01/2023;229426
05/01/2023;220355
06/01/2023;209974
07/01/2023;226803
08/01/2023;207206
09/01/2023;199275
10/01/2023;204343
11/01/2023;217914
12/01/2023;210005
13/01/2023;214846
14/01/2023;216141
15/01/2023;217283
16/01/2023;211338
17/01/2023;208567
18/01/2023;218460
19/01/2023;232794
20/01/2023;239002
21/01/2023;213580
22/01/2023;157252
23/01/2023;186687
24/01/2023;128372
25/01/2023;214464
26/01/2023;242985
27/01/2023;238511
28/01/2023;237902
29/01/2023;214730
30/01/2023;191769
31/01/2023;183557
01/02/2023;178413
02/02/2023;106449
03/02/2023;116679
04/02/2023;156525
05/02/2023;231987
06/02/2023;129378
07/02/2023;208323
08/02/2023;233758
09/02/2023;201375
10/02/2023;202986
11/02/2023;194499
12/02/2023;238668
13/02/2023;249194
14/02/2023;234985
15/02/2023;245023
16/02/2023;245735
17/02/2023;241300
18/02/2023;241747
19/02/2023;242611
20/02/2023;235966
21/02/2023;208506
22/02/2023;237498
23/02/2023;193002
24/02/2023;247949
25/02/2023;75568
